token,label
@chinmaykrvd,X
3lakhs,V
for,ADP
vizag,N
metro,N
.,PUNC
nitiaayogi,X
report,N
asalu,N
ekkada,N
undhi,X
...,PUNC
at,ADP
least,ADJ
we,PRON
need,V
to,ADP
look,V
into,ADP
it,PRON
,
First,ADJ
release,N
eh,PART
silarkku,X
..,PUNC
sila,X
padanga,X
housefull,N
aaga,X
naaku,X
thallum,X
..,PUNC
edhula,X
re,X
release,N
spl,N
show,N
10,PUNC
row,N
full,ADJ
ahnaale,X
periya,X
vishiyam,N
,
#SardaarGabbarSingh,X
amminna,N
rates,N
ki,N
leaked,V
stills,N
ki,X
emana,X
balancing,V
vundha,N
asalu,N
,
mve,PART
super,ADJ
duper,ADV
hit,V
andulo,N
matram,N
no,DET
doubt,N
...,PUNC
frnds,N
evadenni,N
baathu,N
bacha,X
natakalu,N
waste,N
akada,N
mve,V
result,N
clear,ADJ
ga,N
kanipisthundi,N
super,ADV
duper,ADV
hit,V
ani,X
...,PUNC
inka,X
antis,N
plz,V
mi,PRON
time,N
waste,N
cheskokandi,ADV
negative,ADJ
talk,N
spread,V
chesi,V
...,PUNC
asale,N
cheap,ADJ
gallu,N
inka,X
cheap,ADJ
ipotharu,V
....,PUNC
,
@sandeepsayz1,X
@HariharaSAYZ,X
@SravaniSayz,X
@sindhuuu__,X
@ramsayz,X
asalu,PART
how,ADV
do,V
u,PRON
know,V
sandy,N
,
@V6_Suresh,X
@YouTube,X
Sir,N
!!,PUNC
Eppudu,N
chudandi,V
edo,X
oka,PART
drama,N
ilanti,ADP
valu,PRON
TFI,N
ki,ADP
enduku,PRON
sir,ADV
worst,ADJ
,
@books_thief,X
haha,PART
watever,PART
adento,PRON
naku,PRON
telidu,V
kani,CONJ
forgive,V
chesey,N
paapam,N
,
inka,X
late,ADJ
aytha,N
maa,DET
upendra,N
direct,ADJ
chesthadu,V
chiru,N
150th,X
movie,N
ni,ADP
:p,INTJ
,
eedebba,X
...,PUNC
eediki,ADJ
context,N
telidu,N
.,PUNC
matladutunnadu,X
https://,X
twitter.com/Sychlops/statu,X
s/694426681247830016,X
,
Rana's,N
wife,N
jagadeesh,N
goud,N
garu,V
,
@sreeramtej,X
asalu,PART
shivaratri,X
shows,V
ke,X
nduku,X
ra,X
intha,X
crying,V
valu,X
...,PUNC
after,ADP
200,PUNC
days,N
a,ADP
range,N
shows,V
padatam,X
great,ADJ
,
"""",PUNC
@AdiviSesh,X
@adah_sharma,X
@anusuyakhasba,X
@vennelakishore,X
asalu,N
styam,X
Rajesh,N
ayite,N
suprise,N
packet,N
",",PUNC
Neva,N
seen,V
him,PRON
in,ADP
des,N
kinda,ADV
roles,N
",",PUNC
he,PRON
was,V
fab,ADJ
"""",PUNC
,
Antagonist,N
Rana,N
Daggubati's,N
powerful,ADJ
introduction,N
in,ADP
a,DET
Colosseum,N
;,PUNC
,
Li,N
nk,N
plez,V
admin,N
,
cinema,N
chusi,N
cheppandra,V
tikka,N
puku,N
na,ADP
kodakalara,N
movie,N
shaking,V
d,X
tollywood,N
block,N
buster,N
awesome,ADJ
movie,N
,
Filmfare,N
raledanta,X
Yamadonga,N
ki,N
filmfare,N
vachindi,X
Veelaki,X
acting,V
e,X
anukuna,X
awards,N
kuda,X
telidu,X
Lol,PART
..,PUNC
https://,X
twitter.com/sir_nenu/statu,X
s/709094716617334784,X
,
Akkineni,N
Family,N
Marchipoyav,V
:/,PUNC
>_<,PUNC
,
@IamPadmaSri,X
naaku,PART
bayam,N
vesthundhi,X
...,PUNC
aah,PART
next,ADJ
talvar,N
choosa,X
...,PUNC
gaja,PART
gaja,N
start,V
,
Mana,PRON
state,N
lone,ADP
kondari,N
hero,N
fans,N
ippatike,V
ilanti,N
movie,N
cheyyalem,V
ani,N
edustaaru,V
.,PUNC
,
same,ADJ
kaleja,N
stry,N
ede,X
bhayooooo,X
,
"""",PUNC
@PoornaPradeep1,X
hei,PART
don't,V
lie,V
ha,PART
""",""",PUNC
choosina,X
ventane,X
naaku,X
ardhamyndi,X
"""!,""",PUNC
any,DET
how,ADV
U,PRON
R,V
a,DET
handsome,ADJ
guy,N
U,PRON
know,V
that,PRON
..,PUNC
"""",PUNC
,
GG,N
time,N
lo,V
release,N
aindani,X
pk,N
fans,N
negative,ADJ
ga,N
emmatladatle,N
:),PUNC
al,X
d,X
best,ADJ
to,ADP
#I,N
bagunte,N
hit,V
avtadu,N
..,PUNC
bagokunte,N
flop,N
avthadi,N
#pspk,X
fan,N
<3,PUNC
,
em,PRON
umpiring,N
ra,N
asalu,ADP
Asia,N
cup,N
lo,ADP
,
fake,ADJ
views,N
fake,ADJ
likes,V
alvaate,N
kada,X
,
Am,V
i,PRON
only,ADV
one,X
missing,V
the,DET
point,N
?,PUNC
Inthaki,X
aadu,X
eh,X
cinema,N
chusadanta,N
?,PUNC
,
@vennelakishore,X
kaka,PART
meeku,PRON
Ee,PRON
bhasha,N
pravinyam,N
talent,N
kuda,ADP
unda,V
?,PUNC
Asalu,N
enni,PRON
talents,N
andi,N
?,PUNC
,
5,PUNC
years,N
for,ADP
5star,ADJ
puli,N
ani,N
kuda,N
post,V
pettavkadaa,N
,
Ekva,X
overactn,N
ilane,X
untadi,X
,
extrodinary,ADJ
aneskuntaru,V
.........!!,PUNC
"""",PUNC
,
babu,N
admin,N
1st,ADJ
half,N
baagundhi,ADJ
....,PUNC
that,DET
interval,N
fight,N
awesome,ADJ
.....,PUNC
2nd,X
half,N
also,ADV
ok,PART
....,PUNC
last,ADJ
lo,N
climax,N
dobbindhi,V
antey,N
.....,PUNC
and,CONJ
Chaitu's,N
action,N
...,PUNC
u,PRON
should,V
not,ADV
complain,V
abt,ADP
that,PRON
...,PUNC
he,PRON
performed,V
well,ADV
than,ADP
that,PRON
of,ADP
bezawada,N
...,PUNC
improved,V
a,DET
lot,PUNC
....,PUNC
its,N
the,DET
story,N
theme,N
that,ADP
made,V
you,PRON
think,V
like,ADP
that,PRON
......,PUNC
,
#raakasi,X
song,N
em,PRON
paadadu,N
Asalu,N
@tarak9999,X
Powerhouse,N
of,ADP
talent,N
.!!!,PUNC
pic.twitter.com/jKJu4W1g7s,X
,
"""",PUNC
Kottha,N
concept,N
:P,INTJ
,
"""",PUNC
@Mee_Sunil,X
sir,N
mearu,PRON
comedy,N
films,N
chesinappudu,V
",",PUNC
nenu,PRON
chala,PUNC
enjoy,V
cheshanu,V
.,PUNC
emotional,ADJ
scenes,N
also,ADP
super,ADJ
",",PUNC
for,ADP
example,N
Athadu,N
",",PUNC
Stalin,N
etc,X
"""",PUNC
,
Thaman,N
songs,N
ae,X
andari,X
ekkuvaga,X
vintatu,X
:),PUNC
,
@me_sreehitha,X
eyy,PART
superr,ADJ
mana,PRON
gang's,N
highlight,N
asalu,N
:D,INTJ
@MentionTo,X
,
@dilittantee,X
@surrealzakir,X
e,X
love,V
failures,N
eppudu,V
inthe,X
...,PUNC
*,PUNC
run,V
*,PUNC
,
ellaa,N
nnaaaeeente,N
mon,N
admin,N
myraaa,N
neeeyalle,N
nerathe,N
njangal,N
malayaalathil,N
comment,V
idunnooonnum,N
paranj,N
karanjooond,N
postiyath,N
myraaa,N
pooraaa,N
englishil,N
poostedaaa,N
....,PUNC
polayaaadi,X
mone,X
:-p,INTJ
,
@Itsme_Thej,X
@meghanavirat,X
ohh,PART
super,ADV
ayithe,ADJ
invitation,N
kosam,N
enduku,V
direct,ADJ
marg,N
lo,ADP
kaliseddam,N
eppudu,N
Maggie,N
?,PUNC
,
lol,PART
reverse,ADJ
scenario,N
in,ADP
14reels,X
office,N
"""",PUNC
anna,N
cinema,N
apeyandanna,ADP
road,N
la,X
mida,X
tiragalekapotunnam,X
"""",PUNC
:P,INTJ
,
chiranjeevi,N
next,ADJ
movie,N
vachi,N
...,PUNC
second,X
industry,N
hit,V
ayyina,DET
....,PUNC
malli,N
mundhu,N
craze,N
vasthundha,X
..?,PUNC
what,PRON
is,V
ur,DET
opinion,N
..?,PUNC
:),PUNC
,
Music,N
connect,V
ayyaka,ADV
chalaa,X
bagunndii,X
..,PUNC
2,PUNC
songs,N
pakka,X
headache,N
...,PUNC
,
"""",PUNC
Ram,N
charan,N
fans,N
:,PUNC
,
Avg,N
bayya,N
,
"""",PUNC
check,V
I,PRON
am,V
a,DET
south,N
indian,N
,
Srimanthudu,N
songs,N
slow,ADJ
poison,N
.,PUNC
First,ADJ
vinappudu,N
just,ADV
ok,N
anipinchindi,V
....,PUNC
Vinaga,N
Vinaga,N
kick,N
ekkesthondi,V
....,PUNC
Jaago,N
and,CONJ
charusheela,N
aithe,N
chart,N
busters,V
....,PUNC
Naralloki,N
ekkeseyi,N
......,PUNC
\m/,INTJ
DSP,N
rockstar,N
!!,PUNC
,
@PawanKalyan,X
garu,PART
idhemaina,N
padhathe,X
na,X
??,PUNC
Asalu,X
...,PUNC
https://,X
twitter.com/TeluguFilmBuzz,X
/status/707823349867671553,N
,
Ee,N
tweets,N
anni,N
chusthunte,N
April,N
8th,X
eppudu,N
vasthunda,X
ani,X
anipisthundi,X
.,PUNC
Can't,V
wait,V
.........,PUNC
,
Mahi,N
:,PUNC
Hello,N
...,PUNC
signal,N
correct,ADJ
ga,N
ledhu,X
,
#Racegurram,X
lo,ADP
@shrutihaasan,X
inside,ADP
fear,V
la,N
inside,ADP
crying,V
commentary,N
box,N
lo,ADP
@iramizraja,X
gadu,PART
Super,N
enjoyment,N
asalu,N
,
@Dhamkii,X
Pk,N
vs,N
Marvel,N
&,PUNC
DC,N
Eppudu,X
argue,V
chesukunna,X
goosebumps,N
eyy,PART
#TeamSuperman,X
pic.twitter.com/H7lhxDcsc0,X
,
Super,ADV
asalu,ADJ
Stirling,N
,
Super,N
review,V
bhaya,X
(,PUNC
Y,INTJ
),PUNC
,
Admin,N
now,ADV
please,V
see,V
some,DET
malayalam,N
movies,N
dnt,V
see,V
bf,N
...,PUNC
And,CONJ
bark,V
again,ADV
,
Note,N
:,PUNC
-,PUNC
kondari,N
heros,N
fans,N
movie,N
flp,N
antaru,N
..,PUNC
pattinchukovaddu,N
:v,INTJ
"""",PUNC
,
Ori,X
valla,X
timatimalloo,X
,
"""",PUNC
Anoop,N
ki,N
rating,N
aa,X
:P,INTJ
,
"""",PUNC
Oh,PART
can't,V
wait,V
to,ADP
see,V
,
@RC_Devotees,X
orey,PART
eppudu,PRON
idhe,N
tweet,V
ah,PART
konchem,N
tweet,V
change,V
cheyara,V
saami,N
maaku,PRON
bore,V
kodutundhi,V
,
Final,ADJ
Word,N
:,PUNC
Slow,ADJ
paced,N
but,CONJ
Different,ADJ
cop,N
story,N
.,PUNC
Would,V
have,V
been,V
good,ADJ
if,ADP
it,PRON
had,V
better,ADJ
pace,N
.,PUNC
Ego,N
ane,DET
concept,N
ni,X
baga,X
chupinchadu,X
..,PUNC
:P,INTJ
,
Babu,N
tollywood,N
sbdb,X
forum,N
lo,ADP
share,V
icharu,V
and,CONJ
Eros,N
international,ADJ
vadu,N
gross,ADJ
anadu,V
e,X
point,N
nuvvu,PRON
miss,V
ipoyavu,V
and,CONJ
yedava,V
over,ADP
action,N
chesthunav,V
,
who,PRON
cares,V
...,PUNC
we,PRON
want,V
gaddam,X
gang,N
,
"""",PUNC
KTR,N
bomma,N
pettukunnadu,X
",",PUNC
Andhra,N
CM,N
ni,N
chesta,X
antadu,X
",",PUNC
asalu,X
is,V
he,PRON
from,ADP
Andhra,N
or,CONJ
T,X
??,PUNC
"""",PUNC
,
Orey,N
pilla,N
na,N
KO,N
...,PUNC
okkasari,ADJ
teasers,N
and,CONJ
trailors,N
chusi,N
pack,N
up,PART
ipondi,N
,
Aina,ADP
1st,ADJ
day,N
lover,N
ni,PRON
tiskoni,V
cinemakella,V
pulka,N
evadra,X
babu,N
:p,INTJ
,
Maku,N
Baahubali,N
Movie,N
chusina,N
tharwatha,N
konni,N
doubts,N
vachhai,N
.!,PUNC
Answer,V
istaaraa,N
?,PUNC
,
Cheekatirajyam,X
!,PUNC
edge,N
of,ADP
the,DET
seat,N
thriller,N
,
Studied,V
atG,N
.,PUNC
Pulla,N
Reddy,N
Engineering,N
College,N
,
Karnataka,N
lo,ADP
legend,N
muvi,N
hit,ADJ
talk,V
techukundi,V
..,PUNC
,
Ravela,N
kishore's,N
son,N
susheel,N
issue,N
venaka,X
kuda,X
YCP/Jagan,N
kutra,N
vundi,N
ani,N
naaku,N
ekkado,N
doubt,N
kottings,N
..,PUNC
,
The,DET
name,N
on,ADP
the,DET
certificates,N
will,V
be,V
:,PUNC
RACHAPUDI,N
SRI,N
RAMA,N
SUDHAMSU,N
.,PUNC
"""",PUNC
,
me,PRON
ekkuva,ADV
undi,ADJ
sameera,N
.,PUNC
formulas,N
gurthuunaye,V
kani,CONJ
exam,N
laku,ADP
poyaka,V
eh,PART
problem,N
lo,ADP
apply,V
cheyalo,ADV
telidu,V
(,PUNC
movie,N
:,PUNC
one,X
nennokadine,N
),PUNC
2/2,PUNC
,
@lolsalaam,X
ante,N
kada,X
..,PUNC
But,CONJ
eeyana,ADV
too,ADV
funny,ADJ
..,PUNC
Asalu,N
kammam,X
lo,X
okka,PART
seat,N
gelchina,ADP
TRS,N
corporation,N
sweep,N
cheste,ADP
Congress,N
revival,N
antadu,N
comedy,N
,
Mana,N
nannaku,N
prematho,N
cinema,N
sankraanti,X
ki,N
release,N
avuddantava,N
bro,N
,
wonderful,ADJ
:D,INTJ
next,ADJ
jagan,N
vellipothe,X
super,ADV
,
Expecting,V
post,N
on,ADP
event,N
like,ADP
memu,PRON
saitam,V
for,ADP
chennai,N
,
Entha,N
copy,N
kotina,V
normal,ADJ
cinema,N
chuse,N
valu,V
a,DET
language,N
lo,ADP
cinema,N
chudaru,X
...,PUNC
They,PRON
have,V
given,V
this,PRON
to,ADP
us,PRON
....,PUNC
Maha,N
aithe,N
ah,PART
original,ADJ
movie,N
ni,X
edo,X
language,N
lo,ADP
oka,PART
one,X
lakh,N
members,N
chudachu,X
...,PUNC
Ade,N
Mana,N
telugu,N
lo,N
tisi,N
isthe,X
...,PUNC
chudantam,PART
manesi,N
...,PUNC
Asalu,PART
enti,X
idi,X
,
@nithin_111,X
@iam__praneeth,X
correct,ADJ
oo,PART
kaado,ADV
telidu,V
le,ADP
ivi,PRON
oksari,ADV
correct,ADJ
cheyyu,V
,
@impradeepmachi,X
class,N
topper,N
in,ADP
schl,N
?!!,PUNC
:-o,INTJ
OMG,PART
asla,N
I,PRON
cant,V
bel,V
u,PRON
4m,ADP
STAPHS,N
?,PUNC
Cls,N
Thop,N
yela,V
maku,PRON
telidu,V
ani,N
PEDDA,ADJ
Qns,N
https://,X
twitter.com/impradeepmachi,X
/status/712296763441303554,N
,
@iam_techie,X
my,PRON
cousin,N
vinny,N
asalu,X
link,N
a,N
dorkatldu,X
Macha,X
kasta,X
link,N
ettu,X
please,V
,
Kalyan,N
cinemalalo,N
eppudu,X
ekkada,X
leni,N
promotion,N
unda,X
bothindi,X
#SardaarGabbarSingh,N
ki,N
..,PUNC
Thank,V
you,PRON
@sharrath_marar,X
garu,PART
,
where,ADV
you,PRON
collecting,V
all,DET
the,DET
data,N
buddy,N
i,PRON
want,V
particular,ADJ
site,N
name,N
:p,INTJ
cheppakapotheyy,N
case,N
vestha,V
cheptheyy,ADJ
site,N
use,V
chestha,V
:D,INTJ
edinaa,N
nee,N
reply,N
kosam,ADP
eduruu,N
choosthoo,V
unta,V
;),PUNC
,
Nako,N
doubt,N
asalu,N
hero's,N
movies,N
chesedey,V
fans,N
kosam,V
alantidi,N
#pawankalyan,X
#SardaarGabbarSingh,X
ni,ADJ
fans,N
ki,X
dedicate,V
cheyadam,X
enti,X
veraitiga,X
,
@jaipalreddy_27,X
@pakkatollywood,X
@sumandhfm,X
.,PUNC
Eee,N
mega,ADJ
fans,N
ki,X
direct,ADJ
ga,N
ediche,X
dammu,X
asalu,X
ledu,X
,
Some,PUNC
one,ADJ
going,V
to,ADP
remade,V
it,PRON
into,ADP
hollywood,N
..,PUNC
director,N
said,V
In,ADP
an,DET
interview,N
,
yeerripuku,X
review,N
ni,N
nuvvuuuu,X
one,X
time,N
watch,V
kaduuu,N
10time,X
watchable,ADJ
,
Utterflop,ADJ
aagadu,N
day,N
1,PUNC
records,N
kottaledanta,X
,
Evadu,X
Ra,N
