token,label
me,PSP
kaam,N
bhi,PRT
hai,V
bole,V
to,PRT
,
Jhaadu,N
se,PSP
kaam,N
nahi,PRT
chala,V
tou,PRT
ab,R
tujhe,PRP
muli,N
chahiye,V
Gaand,PRT
hai,V
ya,CC
office,N
,
Keep,V
calm,J
and,CC
keep,V
kaam,N
se,PSP
kaam,N
,
Tere,PRP
office,N
me,PSP
koi,PRP
kaam,N
dandha,N
nai,PRT
hai,V
lagta,R
,
haha,PRT
smjh,V
gyi,V
mai,PRP
accha,R
tum,PRP
office,N
se,PSP
aane,N
ke,PSP
baad,N
kya,PRP
krti,V
ho,V
,
wait,V
yaar,PRT
in,PSP
office,N
Accha,R
atleast,R
give,V
me,PRP
some,DT
hint,N
*,X
Maine,PRP
bhi,PRT
diya,V
tha,V
,
accha,R
i,PRP
should,V
sleep,V
kaal,R
office,N
hai,V
,
ruz,R
kaam,N
karta,V
tu,PRP
sunday,N
ku,PRP
office,N
nahi,PRT
jana,V
padta,V
,
Office,N
mein,PSP
kisi,PRP
bandy,N
ko,PSP
favor,N
de,V
do,V
to,PSP
jaty,V
hoye,V
apna,PRP
number,N
de,V
jata,V
hai,V
kay,CC
koi,PRP
kaam,N
ho,V
to,PRT
btana,N
aur,CC
baad,R
mein,PSP
saaly,PRT
phone,N
hi,PSP
nai,PRT
sunty,N
,
Kasam,N
se,PSP
aisa,PRP
imandari,J
ka,PSP
virus,N
felayenge,N
bahut,SYM
mann,N
hai,V
sarkari,J
office,N
mein,PSP
logon,N
ko,PSP
kaam,N
karte,N
dekhne,N
ka,PSP
,
office,N
ko,PSP
kaam,V
too,R
much,J
work,N
load,N
,
Kaam,N
bolta,V
hai,V
itni,PRT
si,PSP
baat,V
hai,V
OFFICE,N
mein,PSP
jaati,V
har,R
meri,PRP
raat,N
hai,V
Hardwork,N
ka,PSP
example,N
bada,J
kya,PRP
ho,V
sakta,V
,
Papa,N
k,PSP
office,N
k,PSP
saray,N
kaam,N
khud,PRP
hojaen,V
,
Haan,PRT
ajkal,R
main,PRP
raat,N
ko,PSP
hi,PSP
office,N
jata,V
hoon,V
kaam,V
bhi,PRT
zyada,SYM
nhi,PRT
hota,V
to,PSP
sukun,N
ke,PSP
din,R
guzar,N
rha,V
hun,V
,
Kaun,PRP
kambakht,PRT
job,N
satisfaction,N
ke,PSP
liye,PSP
kaam,N
karta,V
hai,V
Hum,PRP
to,PRT
office,N
jate,V
hain,V
taaki,CC
fast,J
internet,N
ke,PSP
maze,N
ley,V
sake,V
youtube,N
dekh,V
sake,V
,
thaka,J
hota,V
he,V
banda,PRT
tum,PRP
koi,PRP
kaam,N
karo,V
office,N
mein,PSP
to,PRT
pata,N
ho,V
na,PRT
,
aaj,R
ka,PSP
din,R
asha,J
gya,N
mere,PRP
liye,PSP
pehle,N
India,N
jeet,N
gaui,V
then,R
aaj,N
dophar,N
me,PSP
aaram,N
se,PSP
sone,V
mila,V
and,CC
aaj,N
office,N
pe,PSP
bhi,PRT
no,PRT
kaam,V
,
chalo,V
ab,PRP
thoda,J
kaam,N
kar,V
sakte,V
hai,V
subah,N
se,PSP
yahi,PRP
chipke,V
pade,V
hai,V
office,N
me,PSP
bhi,PRT
is,PRP
chakkar,N
me,PSP
lunch,N
bhi,PRT
nahi,PRT
kiya,V
,
Haha,PRT
okay,PRT
Office,N
time,N
aba,PRT
bus,N
ma,PSP
bore,V
hune,V
wala,PRT
chhu,PRT
Also,R
Alumni,N
ko,PSP
imp,J
kaam,V
chha,V
Viber,N
ma,PSP
aaye,V
hune,V
,
My,DT
bad,J
girl,N
so,R
good,J
she,PRP
lied,V
to,PSP
arranged,V
marriage,N
waala,PRT
ladka,N
that,PRP
a,DT
virgin,N
for,PSP
his,DT
peace,N
of,PSP
mind,N
,
Office,N
me,PSP
junior,N
ko,PSP
time,N
dena,N
parta,V
hai,V
isi,PRP
lye,PSP
ghar,N
pe,PSP
kaam,N
karna,N
parta,V
hai,V
,
CRICKET,N
Please,R
Aaj,R
KHUSHI,N
KA,PSP
MAUKA,N
MAUKA,N
MAUKA,N
Hai,V
Love,V
u,PRP
PZ,R
love,V
ur,PRP
dimple,N
,
Nothing,N
is,PRP
bigger,J
than,PSP
COUNTRY,N
HUM,PRP
INDIAWAALE,N
Jo,PRP
KHUSHI,J
INDIA,N
Ki,PSP
JEET,N
Me,PSP
milti,V
wo,PRP
aur,CC
kahi,PRP
nahi,PRT
JAI,N
HIND,N
,
Humpe,PRP
ye,PRP
kisne,PRP
hara,J
rang,N
daala,V
khushi,N
ne,PSP
humari,PRP
hme,PRP
maar,V
daala,V
SA,N
team,N
singing,N
right,R
now,R
,
isi,PRP
khushi,N
k,PSP
mauke,N
pe,PSP
sab,SYM
AIB,N
k,CC
team,N
ko,PSP
gaaliyan,N
deke,V
khushi,N
manao,V
,
tumko,PRP
shikhar,N
par,PSP
dekh,V
ke,PSP
bahaut,R
khushi,N
hui,V
Congratulations,PRT
,
Itni,PRT
khushi,N
itni,PRT
khushi,N
I,PRP
have,V
no,R
idea,N
what,PRP
to,PSP
do,V
how,R
champions,N
play,V
,
Sabse,R
zyada,J
khushi,N
to,PRT
Star,N
Sports,N
waalo,PSP
ko,PSP
ho,V
rahi,V
hogi,V
unhe,PRP
Jai,N
Ho,N
ke,PSP
liye,PSP
ek,SYM
naya,J
match,N
jo,PRP
mil,V
gaya,V
,
Aa,V
gaya,V
mauka,N
India,N
won,V
,
Iss,PRP
world,N
cup,N
mai,PSP
koi,PRP
khushi,N
nai,PRT
milni,V
Na,PRT
ne,PSP
jeetna,N
hai,V
Na,PRT
ne,PSP
Haarna,N
hai,V
,
Indian,N
ki,PSP
har,N
jeet,N
pakistan,N
ko,PSP
bohat,PRT
khushi,N
deti,V
hai,V
lol,PRT
,
ye,PRP
match,N
se,PSP
pakistan,N
ko,PSP
ye,PRP
khushi,N
hogi,V
ki,PSP
koi,PRP
aur,CC
country,N
bhi,PRT
unki,PRP
hi,PSP
jaise,R
buri,J
tarah,R
se,PSP
haar,N
sakta,V
hai,V
,
oyeeeee,PRT
Light,N
Aaaagai,V
pehli,N
baar,PRT
light,N
aane,N
ki,PSP
itni,PRT
khushi,N
hui,V
hai,V
BC,PRT
,
Pakistani,J
s,PSP
khushi,N
is,V
directly,R
propotional,J
to,PRT
defeat,V
SA,N
walo,PRT
aj,R
na,PSP
phorne,N
dena,V
inko,PRP
phatake,N
,
are,PSP
kohli,N
pakistani,N
ke,PSP
ball,N
pe,PSP
out,R
nai,PRT
hona,N
tha,V
BC,PRT
sab,SYM
saale,PRT
isi,PRP
khushi,N
me,PSP
patakhe,N
phodne,N
lag,V
jaenge,V
,
dekhne,N
ke,PSP
baad,N
aaj,R
Hua,V
Fadu,J
performance,N
by,PSP
India,N
,
Chalo,V
IND,N
aaj,R
opponent,N
ko,PSP
SAF,V
kar,V
diya,V
,
Pakistani,N
Aaj,R
phir,R
se,PSP
patakhe,N
nai,PRT
phod,N
paaye,V
2nd,SYM
Pakistan,N
Chalo,V
tv,N
hi,PRT
tode,V
lete,V
hai,V
,
ka,PSP
shikhar,N
india,N
world,N
cup,N
jarur,J
jitegi,V
kyoki,CC
bahut,SYM
badiya,J
team,N
hai,V
,
Yadav,N
bhaiya,N
good,J
pace,N
Bahut,SYM
badiya,J
aisa,R
he,V
gola,N
feko,V
,
like,R
pados,N
ka,PSP
launda,N
agar,CC
aap,PRP
ko,PSP
thoktaa,V
hain,V
aur,CC
aap,PRP
ke,PSP
papa,N
taali,N
bajaatey,V
sabhaash,PRT
beta,N
bahut,SYM
badiya,J
Doh,SYM
aur,CC
maar,V
,
Ye,PRP
to,PRT
Palasia,N
bhi,PRT
Pahuch,V
gaye,V
bahut,SYM
mast,J
aur,CC
fast,J
bhag,V
rahe,V
hai,V
Badiya,J
,
bahut,SYM
badiya,J
gali,N
dene,N
me,PSP
PHD,N
kie,V
ho,V
,
Bahut,SYM
badiya,J
thi,V
rangoli,N
aap,PRP
food,N
wali,PSP
pict,N
mat,PRT
dala,V
karo,V
,
bahut,SYM
badiya,J
ab,R
bihar,N
ki,PSP
rally,N
aisi,R
honi,V
chahiye,V
ki,PSP
nitish,N
kumar,N
ki,PSP
neend,N
ud,V
jaye,V
,
Bahut,SYM
Badiya,J
Sarita,N
ji,PRT
kaise,PRP
hai,V
aap,PRP
Pl,R
meet,V
my,DT
younger,J
sister,N
Pragya,N
a,DT
GEM,J
and,CC
a,DT
GENIUS,J
,
FM,N
pay,PSP
neelabh,N
misra,N
pm,N
pay,PSP
achee,J
story,N
sunate,V
hain,V
bahut,PRT
badiya,J
will,V
tweet,V
more,SYM
tomorrow,R
on,PSP
honesty,N
,
Bahut,SYM
hi,PRT
badiya,J
Lines,N
,
This,PRP
wicket,N
looked,V
like,R
telling,V
one,SYM
teammate,N
to,PRT
get,V
bowled,N
by,PSP
another,DT
CSK,N
teammate,N
Ye,PRP
IPL,N
hai,V
ya,CC
BC,PRT
,
Mohit,N
gets,V
Faf,N
and,CC
Dhoni,N
smiles,V
Chepauk,V
le,V
IPL,N
net,N
practice,V
panreengla,N
,
So,PSP
finally,R
MS,N
Dhoni,N
whispered,V
Faf,N
Du,N
Plesis,N
Beta,N
out,R
ho,V
jaa,V
nahi,PRT
toh,CC
IPL,N
se,PSP
out,R
kara,V
dunga,V
LOL,PRT
,
Dhoni,N
should,V
remind,V
Faf,N
abt,PSP
IPL,N
Agar,CC
khelna,V
hai,V
toh,PRT
out,R
ho,V
jaa,V
Hussey,N
z,PRP
back,N
in,PSP
d,DT
team,N
,
Dhoni,N
should,V
prompt,V
to,PSP
Faf,N
out,R
ho,V
ja,V
BC,PRT
nai,PRT
toh,CC
IPL,N
khelne,V
ko,PSP
nai,PRT
milega,V
Hussey,N
z,PRP
back,N
so,PSP
u,PRP
better,R
watch,V
out,PRT
,
Bhai,N
galat,J
ho,V
raha,V
dhoni,N
ko,PSP
bolo,V
IPL,N
IPL,N
chillana,V
band,J
kare,V
wicket,N
ke,PSP
piche,N
se,PSP
,
DHONI,N
SIRF,R
IPL,N
MEIN,PSP
SHER,N
BANO,V
AAP,PRP
IDIOT,J
,
meanwhile,R
Dhoni,N
tujhe,PRP
jeet,N
ke,PSP
rahenge,V
tera,PRP
shauk,N
chada,V
hai,V
,
People,N
trending,V
poonam,N
pandey,N
on,PSP
twitter,N
tum,PRP
log,N
mar,V
kyun,PRP
nahin,PRT
jaate,V
,
kamal,N
bhai,N
Aaj,R
to,PSP
poonam,N
pandey,N
cha,V
gayi,V
hai,V
hole,J
credit,N
goes,V
to,PSP
u,PRP
,
Man,N
of,PSP
the,DT
match,N
Dhamaka,N
dika,V
diya,V
bhai,N
,
Shoib,N
aktar,N
gone,V
rowdy,J
on,PSP
national,J
television,N
giving,V
Pakistan,N
team,N
a,DT
royal,J
dress,N
down,R
Jago,V
Misbah,N
Jago,V
LYAO,PRT
,
heard,V
shoib,N
akhtars,N
interview,N
post,N
Indies,N
match,N
misbah,N
match,N
ki,PSP
summary,N
de,V
raha,V
hai,V
,
A,N
Razaque,N
M,N
Hafeez,N
Shoib,N
Malik,N
Ko,PSP
Shamil,J
Kiya,V
Jae,V
Or,CC
Misbah,N
Younis,N
Or,CC
Afridi,N
Nikaly,V
Jaen,V
Or,CC
Caption,N
Hafez,N
Ko,PSP
Bnaya,V
Jae,V
,
shoib,N
akhtar,N
misbah,N
ky,PSP
khlaf,J
zda,PRT
bhonky,N
na,PRT
khud,PRP
apna,PRP
pta,J
nahe,PRT
jb,PRP
heroin,N
ka,PSP
nasha,N
krta,V
tha,V
ganda,J
,
pori,J
team,N
k,CC
khilaf,J
operation,N
hona,V
chahiye,V
aur,CC
misbah,N
ko,PSP
b,PRT
ab,R
team,N
k,PSP
jan,PSP
chorni,N
chahiye,V
shoib,N
akhter,N
,
LOL,PRT
facebook,N
pe,PSP
ek,SYM
video,N
Dekha,V
Shoib,N
akhtar,N
Misbah,N
ki,PSP
le,V
raha,V
tha,V
Usme,PRP
ha,PRT
ha,PRT
DDLJ,N
Forever,R
In,PSP
Maratha,N
Mandir,N
,
LOL,PRT
facebook,N
pe,PSP
ek,SYM
video,N
Dekha,V
Shoib,N
akhtar,N
Misbah,N
ki,PSP
le,V
raha,V
tha,V
Usme,PRP
ha,PRT
ha,PRT
,
jb,PRP
misbah,N
nhi,PRT
khelta,V
to,PRT
team,N
b,PRT
cross,V
nhi,PRT
krti,V
shoib,N
akhtr,N
prsnl,N
horhy,V
hai,V
,
shoib,N
akhtar,N
sy,PSP
koi,PRP
pochay,V
usny,PRP
umar,N
akmal,N
ya,CC
afridi,N
k,CC
catch,N
drops,V
py,PSP
ek,SYM
lafz,N
nae,PRT
kaha,V
bas,SYM
misbah,N
aur,CC
waqar,N
sy,PSP
bughz,N
nikalny,V
betha,V
hua,V
hai,V
,
Misbah,N
se,PSP
bewakoof,J
banata,N
aa,V
raha,V
hai,V
Shoib,N
Akhter,N
,
Pagl,J
he,V
ye,PRP
Qaom,N
Jo,PRP
misbah,N
ka,PSP
Cmprezm,N
imraan,N
se,PSP
kr,V
rhe,V
he,V
khuda,N
ko,PSP
maano,V
kaha,PRP
misbah,N
kaha,PRP
imran,N
shoib,N
Akhtar,N
,
Misbah,N
JSA,R
buzdil,J
ar,PSP
khudgarz,J
kaptan,N
mai,PRP
ne,PSP
kbi,SYM
ni,PRT
daikha,V
shoib,N
akhter,N
,
shoib,N
btaen,V
aitraz,R
team,N
ki,PSP
nakas,N
performance,N
sy,PSP
hai,V
ya,CC
misbah,N
ki,PSP
tutti,J
pajji,J
english,N
sy,PSP
,
Is,PRP
tem,N
se,PSP
behtar,J
to,PSP
gali,N
ke,PSP
bachy,N
khelty,V
hi,V
jisy,PSP
Wst,N
indes,N
k,PSP
choti,J
tem,N
itna,PRT
bura,J
shikast,N
day,V
rhi,V
hi,V
Misbah,N
ko,PSP
mustafi,J
hona,V
chahy,V
Shoib,N
Ahtar,N
,
shoib,N
akhtar,N
ko,PSP
koi,PRP
btae,V
k,PSP
may,PSP
iski,PRP
cricket,N
misbah,N
ny,PSP
nae,PRT
mohsin,N
khan,N
aue,CC
afridi,N
ny,PSP
khatam,J
ki,V
thi,V
thora,R
kam,J
ghussa,N
kary,V
us,PRP
py,PSP
,
Misbah,N
balls,N
mein,PSP
banata,N
hai,V
aur,CC
phir,R
gandhi,J
angrezi,N
bolta,V
hai,V
shoib,N
Akhtar,N
,
I,PRP
donno,N
y,PRT
I,PRP
am,V
getting,V
a,DT
feel,V
that,PRP
Shoib,N
is,V
the,DT
most,R
gawar,J
commentator,N
I,PRP
ever,R
heard,V
,
Vivekanand,N
Narayan,N
Vedang,N
Chauhan,N
Pragyensh,N
Kumar,N
Harsh,N
Kumar,N
Narula,N
Mritunjay,N
Tiwari,N
That,DT
reminds,V
me,PRP
of,PSP
something,N
,
Reminds,V
me,PRP
of,PSP
Ravi,N
Bhoraskar,N
Jaspreet,N
Saluja,N
Shainky,N
,
Saale,N
Ashish,N
kaminepan,J
mein,PSP
to,PRT
yeh,PRP
idea,N
to,PRT
tere,PRP
liye,PSP
a,DT
dinner,N
course,N
ke,PSP
layak,J
bhi,N
nahi,PRT
hain,V
,
I,PRP
love,V
iitb,X
IITB,N
Confessions,N
,
masle,N
sheher,N
ke,PSP
bade,J
ya,CC
chote,J
hone,V
se,PSP
nahi,PRT
hote,V
hai,V
masle,N
to,PRT
bas,SYM
ho,V
jaate,V
hai,V
,
Keerthi,N
lets,N
open,V
a,DT
NGO,N
together,R
toote,J
dil,N
ke,PSP
marezon,N
ke,PSP
liye,PSP
,
ye,PRP
mood,J
i,PRP
waalon,PRT
ko,PSP
koi,PRP
kaam,N
hi,PRT
nai,PRT
hai,V
bas,SYM
baith,V
k,PSP
cover,N
aur,CC
profile,N
pic,N
badalte,V
rena,V
saari,SYM
news,N
feeds,V
inhi,PRP
se,PSP
bhari,J
rehti,V
hain,V
xxx,X
changed,V
is,V
profile,N
bevkoofi,N
dekho,V
,
Pooja,N
Naik,N
Check,V
it,PRP
out,PRT
Radhika,N
Ramaswamy,N
,
haan,PRT
konsi,PRP
branch,N
ke,PSP
konse,PRP
year,N
ke,PSP
konse,PRP
ladke,N
ne,PSP
ye,PRP
fake,J
confession,N
diya,V
hai,V
,
Chem,N
me,PRP
furra,N
kam,J
dukhdaayak,J
tha,V
jo,PRP
ye,PRP
bhi,N
aa,V
gaya,V
,
insti,N
politics,N
koi,PRP
nayi,J
baat,V
nahi,PRT
hai,V
bhai,N
my,DT
sympathies,N
wid,PSP
u,PRP
,
Thanks,N
Emp,N
Ally,N
that,PRP
mirrors,N
our,DT
sentiments,N
PM,N
us,PRP
Ed,N
,
Ja,N
kar,V
Naam,N
puch,V
lo,V
itna,PRT
sharmate,R
kyo,PRP
ho,V
She,PRP
will,V
like,R
it,PRP
,
RK,N
ko,PSP
to,PRT
bahut,SYM
pahele,SYM
demolish,V
karna,N
chahiye,V
tha,V
Naya,N
road,N
banne,N
ke,PSP
baad,N
bhi,N
kitna,PRT
din,N
road,N
ko,PSP
block,V
karke,V
chal,V
raha,V
tha,V
,
Very,R
true,J
dude,N
lets,N
form,N
a,DT
group,N
,
Avantika,N
Garg,N
is,V
IIT,N
experience,V
not,PRT
for,PSP
u,PRP
,
Ayush,N
Lakhotia,N
,
I,PRP
have,V
a,DT
huge,R
crush,N
on,PSP
a,DT
gal,N
who,PRP
is,V
in,PSP
EE,N
2nd,SYM
year,N
I,PRP
know,V
her,PRP
name,N
I,PRP
want,V
to,PRT
go,V
ahead,R
but,CC
I,PRP
know,V
how,R
Please,R
help,V
me,PRP
machaoo,J
seniors,N
of,PSP
IITB,N
,
go,V
and,CC
propose,V
her,PRP
dear,N
otherwise,R
koi,PRP
aur,CC
propose,V
kar,V
degaaa,V
tumse,PRP
pehle,N
In,PSP
IITB,N
first,J
come,V
and,CC
first,J
serve,V
waala,PRT
matter,N
hai,V
bhaui,N
,
cheated,V
in,PSP
class,N
assignments,N
cheated,V
in,PSP
quizzes,N
cheated,V
in,PSP
cheated,V
in,PSP
cheated,V
in,PSP
my,DT
BTP,N
and,CC
currently,R
cheating,V
on,PSP
my,DT
bf,N
He,V
has,V
no,PRT
clue,N
,
saali,N
kutte,PRT
ki,PSP
maut,N
maregi,V
,
karma,N
is,V
a,DT
bitch,N
dnt,V
worry,V
,
U,PRP
will,V
cheat,V
ur,PRP
husband,N
too,R
,
once,R
cheat,V
to,PRT
urself,PRP
see,V
the,DT
miracle,N
,
you,PRP
are,PSP
not,PRT
cheating,V
you,PRP
are,PSP
doing,V
what,PRP
you,PRP
feel,V
gud,J
about,PSP
,
Nobody,N
cheats,V
death,N
the,DT
ultimate,J
truth,N
right,R
,
anything,N
left,V
out,PRT
,
I,PRP
know,V
you,PRP
saloni,N
,
google,V
a,DT
call,V
right,R
away,R
,
be,V
in,PSP
trouble,N
someday,R
,
Great,R
yar,N
,
Best,J
part,N
of,PSP
the,DT
placement,N
orientation,N
was,V
that,PRP
hot,J
Matki,J
Chick,N
Really,R
wanna,V
hook,V
up,PRT
with,PSP
her,PRP
Suggest,V
a,DT
way,N
,
I,PRP
bet,V
this,PRP
confession,N
was,V
posted,V
by,PSP
the,DT
Matki,J
chick,N
herself,PRP
the,DT
way,N
some,DT
pathetic,J
women,N
send,V
themselves,PRP
flowers,N
at,PSP
work,N
LoL,PRT
,
iit,N
delhi,N
fresher,N
boys,N
iim,N
kozhikode,N
and,CC
iim,N
ahmedabad,N
mba,N
1st,SYM
year,N
boys,N
iiml,N
class,N
boys,N
iimb,N
pgp,N
boys,N
check,V
ur,PRP
message,N
in,PSP
other,J
dont,V
check,V
message,N
in,PSP
inbox,N
check,V
message,N
only,R
in,PSP
other,J
other,J
folder,N
is,V
next,R
to,PRT
inbox,N
folder,N
,
It,PRP
has,V
been,V
years,N
since,PSP
I,PRP
graduated,V
been,V
in,PSP
a,DT
serious,J
relationship,N
since,PSP
