token,label
..,EN
nammakastudu,TE
mani,TE
sharma,UNI
,
@tharungstars,UNI
@nandi_harika,UNI
super,EN
...,EN
inko,TE
pilupu,TE
naaku,TE
,
Chusepudu,TE
freshness,EN
feel,EN
avvaliga,UNI
.,EN
,
eppudu,TE
vastaav,EN
dist,EN
office,EN
ki,UNI
?,UNI
@ShekarNews,UNI
@Maheshaddict,UNI
@GangadherMuta,UNI
,
@MadhuriS11,UNI
Burra,UNI
takkuva,UNI
dialogue,EN
adhi,TE
....,EN
Movie,EN
chusaaraa,UNI
...,EN
asalu,TE
enti,TE
aa,UNI
stupid,EN
concept,EN
???,UNI
,
Gente,TE
mantenme,TE
sugerencias,UNI
para,EN
seguirlos,UNI
en,EN
instagramz,EN
!!!,UNI
,
"""",UNI
Iam,EN
going,EN
to,EN
give,EN
it,EN
up,EN
after,EN
3,EN
",",UNI
4,EN
films,EN
",",UNI
der,UNI
r,EN
other,EN
people,EN
who,EN
can,EN
entertain,EN
better,EN
:,UNI
PSPK,UNI
..,EN
asalu,TE
antis,EN
anevallu,TE
untara,TE
#PSPKInterview,UNI
_/,UNI
"\_""",UNI
,
@ramsayz,UNI
annayya,TE
ninnati,TE
nundi,TE
nonstop,EN
GA,EN
tweeting,EN
oka,TE
reply,EN
padey,TE
naaku,TE
screenshot,EN
theesukoni,TE
wallpaper,EN
pettukunta,TE
,
eesari,TE
ni,UNI
page,EN
lepestham,TE
..,EN
pakka,TE
complaint,EN
kasko,UNI
..,EN
we,EN
allu,UNI
sirish,UNI
fans,EN
supporting,EN
red,EN
hero,EN
,
"""",UNI
anna,TE
ntr,UNI
kodithe,TE
komaloki,EN
potaro,EN
ledho,EN
teliyadhu,EN
gaani,TE
,
@supersampangi,UNI
hit,EN
Ki,EN
blockbuster,EN
Ki,EN
Theda,EN
telidu,TE
idiots,EN
Ki,EN
..,EN
Hero,EN
image,EN
debbateestunnaru,TE
,
Remake,EN
of,EN
om,EN
shanti,TE
om,EN
,
Troll,EN
Tollywood,EN
inthakki,TE
temper,EN
theatres,EN
nunchi,TE
teeyakamundeyy,TE
ww,UNI
closing,EN
collections,EN
anni,TE
ichharu,TE
?,UNI
y,EN
and,EN
sunil,UNI
joshi,UNI
crossed,EN
50cr,UNI
anni,TE
declare,EN
chessadu,TE
but,EN
ganesh,UNI
cheyyaleddu,TE
y,EN
?,UNI
,
@ynakg,UNI
poltics,UNI
prbavam,UNI
janala,TE
mida,UNI
enta,TE
undo,EN
telidu,UNI
gani,TE
punch,EN
dialogla,EN
prbavam,UNI
matram,TE
getting,EN
undi,TE
,
As,EN
Expected,EN
",",UNI
chinchesindi,TE
teaser,EN
matram,TE
;),UNI
,
"""",UNI
Waiting,EN
for,EN
that,EN
day,EN
aa,TE
roju,TE
vasthe,TE
nv,TE
chachipotav,TE
ra,TE
fans,EN
titlu,TE
barinchaleka,TE
,
next,EN
jagann,TE
...........,EN
,
Andharu,TE
Devi,EN
Sri,UNI
Pasad,UNI
Songs,EN
bagunnay,TE
antaru,TE
kani,TE
Thaman,UNI
Songs,EN
eh,EN
vintaru,TE
..,EN
:P,UNI
,
"""",UNI
Mahesh,UNI
fans,EN
ni,UNI
tag,EN
cheyakandi,TE
asalu,TE
tweets,EN
lo,EN
""",""",UNI
lgk,UNI
brains,EN
entha,TE
chepina,TE
vallaki,TE
em,EN
ardamkadhu,TE
"""",UNI
,
@uRstruLymaNohaR,UNI
@trishtrashers,UNI
na,TE
chinnapatnunchi,TE
chepthune,TE
unnav,TE
tanaki,TE
..,EN
ne,TE
Bangaram,TE
nemaata,EN
asalu,TE
vinatle,TE
ga,TE
..,EN
where,EN
is,EN
d,EN
understanding,EN
:p,UNI
,
Watsapp,UNI
group,EN
lo,EN
north,EN
girls,EN
boys,EN
flirting,EN
peaks,EN
asalu,TE
,
first,EN
watch,EN
cinema,EN
..,EN
not,EN
masala,TE
thn,UNI
bark,EN
..,EN
,
@ActivePJ,UNI
ultimate,EN
game,EN
asalu,TE
,
upendra,UNI
la,EN
undha,TE
?,UNI
leka,TE
uppi2,UNI
la,EN
undha,TE
?,UNI
o.O,UNI
,
@me_sreehitha,UNI
@meghanavirat,UNI
moham,TE
chusi,UNI
okala,TE
chudakunda,TE
okala,TE
cream,EN
rayanamma,UNI
.,EN
Eppudu,TE
okkate,TE
cream,EN
,
@alwayscharan4u,UNI
emo,UNI
mov,EN
nachindhi,TE
naaku,TE
hit,EN
anukuna,TE
taruvaatha,TE
TL,EN
chusina,TE
taruvaath,UNI
ardhamaindhi,TE
disaster,EN
bomma,UNI
ani,TE
enduku,TE
nachindho,TE
telile,UNI
,
Gabbar,UNI
Singh,EN
elevations,EN
kanna,TE
eeyana,UNI
iche,TE
elevations,EN
antene,TE
pichi,UNI
naaku,TE
.,EN
@An_Odd_ee,UNI
Sir,EN
,
@RamCharanFann,UNI
@Itsme_Thej,UNI
aww,UNI
nuvvu,UNI
naaku,TE
gud,UNI
morning,EN
cheppava,TE
venu,UNI
..,EN
yayyy,TE
u,EN
made,EN
my,EN
day,EN
very,EN
gud,UNI
morning,EN
venu,UNI
pic.twitter.com/jA4SJzxyvX,UNI
,
@pratyusha,UNI
cc,EN
@RAGHU6611,UNI
undaga,TE
Cineplanet,EN
lo,EN
tickets,EN
dorikithe,TE
question,EN
Enti,TE
Asalu,TE
..,EN
MMPF,UNI
hungama,UNI
peaks,EN
lo,EN
untundi,TE
Cineplanet,EN
lo,EN
,
@Ak_,UNI
Asalu,TE
thank,EN
you,EN
!!,UNI
,
@swamynadhkone,UNI
untay,UNI
bro,EN
..,EN
naku,TE
ye,EN
route,EN
lo,EN
untayo,UNI
telidu,UNI
kani,TE
ac,EN
buses,EN
untayi,TE
,
super,EN
work,EN
admin,EN
,
@sushanthreddy,UNI
ippatidaaka,TE
telidu,UNI
meeru,TE
vijay,UNI
fan,EN
ani,TE
@sankar485,UNI
,
Kanya,EN
kumari,TE
",",UNI
bobbili,UNI
raja,UNI
,
E,EN
marketing,EN
subject,EN
introduce,EN
chesadu,TE
second,EN
semester,EN
ki,TE
..,EN
Kathi,EN
asalu,TE
subject,EN
..,EN
,
Naaku,TE
pass,EN
lu,UNI
kavali,TE
...,EN
@sharrath_marar,UNI
Plz,UNI
give,EN
passes,EN
to,EN
fans,EN
...,EN
#SardaarGabbarSingh,UNI
,
@ursyathi,UNI
@FlyTruJet,UNI
vijayawada,UNI
ki,UNI
eve,EN
flights,EN
eppudu,TE
start,EN
chestaru,TE
adn,UNI
from,EN
vija,UNI
to,EN
hyd,UNI
mor,UNI
time,EN
lo,EN
eppudu,TE
start,EN
chestharu,TE
any,EN
idea,EN
??,UNI
,
Malli,TE
black,EN
and,EN
white,EN
mve,UNI
okati,UNI
teste,EN
baguntadhi,TE
kadha,TE
bhaya,TE
,
"""",UNI
@RGVzoomin,UNI
Asalu,TE
9,EN
Films,EN
chesna,TE
",",UNI
1,EN
Rupee,EN
aina,UNI
#RamCharanvalla,UNI
vachinda,UNI
",,",UNI
motham,TE
Chiranjeevi,UNI
vallane,TE
antunaru,TE
..,EN
"""",UNI
,
@pavanstweet,UNI
nee,TE
point,EN
ide,TE
ani,TE
naaku,TE
telusu,TE
lee,EN
anyways,EN
next,EN
manodi,TE
line,EN
up,EN
ade,TE
gaa,TE
chuddam,TE
emi,TE
avuddo,TE
hope,EN
fr,EN
the,EN
best,EN
anukundm,UNI
ipatiki,TE
,
Mem,UNI
maram,TE
bey,EN
....,EN
Minimum,EN
maheshbabu,UNI
fans,EN
....,EN
mahesh,UNI
ante,EN
oka,TE
brand,EN
...,EN
v,EN
r,EN
addicted,EN
2,EN
dat,UNI
.....,EN
v,EN
nvr,UNI
copy,EN
v,EN
nvr,UNI
remake,EN
...,EN
v,EN
hav,UNI
our,EN
own,EN
style,EN
dat,UNI
no1,UNI
can,EN
exceed,EN
,
@yaminivalli_01,UNI
naaku,TE
prawns,EN
thinadam,TE
istam,EN
ledu,TE
..,EN
but,EN
I,EN
like,EN
that,EN
smell,EN
,
Asalu,TE
music,EN
director,EN
anevadu,TE
eemem,TE
chesthu,TE
untaadu,TE
?,UNI
Let's,EN
catch,EN
@Iamkalyankoduri,UNI
garu,EN
defining,EN
what,EN
he,EN
does,EN
as,EN
a,EN
composer,EN
.,EN
#RadioMirchi,UNI
,
Already,EN
watched,EN
malayalam,UNI
5,EN
or,EN
6,EN
times,EN
..,EN
Yet,EN
to,EN
watch,EN
telugu,UNI
and,EN
kannada,UNI
version,EN
:),UNI
,
@srinivasbgs,UNI
last,EN
min,EN
Lo,EN
marcharemo,TE
telidu,TE
Mari,EN
,
Thuppaki,TE
is,EN
tribute,EN
to,EN
Indian,EN
Army,EN
and,EN
Katthi,TE
is,EN
for,EN
Indian,EN
Farmers,EN
.,EN
,
Jai,UNI
Akhilism,UNI
.....,EN
ma,EN
over,EN
acting,EN
star,EN
akhil,UNI
ni,UNI
emanna,TE
ante,EN
oorukunedi,TE
ledu,TE
,
@chinmaykrvd,UNI
3lakhs,UNI
for,EN
vizag,UNI
metro,EN
.,EN
nitiaayogi,TE
report,EN
asalu,TE
ekkada,TE
undhi,TE
...,EN
at,EN
least,EN
we,EN
need,EN
to,EN
look,EN
into,EN
it,EN
,
First,EN
release,EN
eh,EN
silarkku,TE
..,EN
sila,TE
padanga,TE
housefull,EN
aaga,TE
naaku,TE
thallum,UNI
..,EN
edhula,TE
re,EN
release,EN
spl,EN
show,EN
10,EN
row,EN
full,EN
ahnaale,TE
periya,TE
vishiyam,EN
,
#SardaarGabbarSingh,UNI
amminna,TE
rates,EN
ki,UNI
leaked,EN
stills,EN
ki,UNI
emana,EN
balancing,EN
vundha,UNI
asalu,TE
,
mve,EN
super,EN
duper,EN
hit,EN
andulo,TE
matram,TE
no,EN
doubt,EN
...,EN
frnds,EN
evadenni,TE
baathu,TE
bacha,TE
natakalu,TE
waste,EN
akada,TE
mve,EN
result,EN
clear,EN
ga,TE
kanipisthundi,TE
super,EN
duper,EN
hit,EN
ani,TE
...,EN
inka,TE
antis,EN
plz,EN
mi,EN
time,EN
waste,EN
cheskokandi,TE
negative,EN
talk,EN
spread,EN
chesi,TE
...,EN
asale,TE
cheap,EN
gallu,TE
inka,TE
cheap,EN
ipotharu,TE
....,EN
,
@sandeepsayz1,UNI
@HariharaSAYZ,UNI
@SravaniSayz,UNI
@sindhuuu__,UNI
@ramsayz,UNI
asalu,TE
how,EN
do,EN
u,EN
know,EN
sandy,EN
,
@V6_Suresh,UNI
@YouTube,UNI
Sir,EN
!!,UNI
Eppudu,TE
chudandi,TE
edo,TE
oka,TE
drama,EN
ilanti,TE
valu,TE
TFI,UNI
ki,TE
enduku,TE
sir,EN
worst,EN
,
@books_thief,UNI
haha,EN
watever,EN
adento,TE
naku,TE
telidu,TE
kani,TE
forgive,EN
chesey,TE
paapam,TE
,
inka,TE
late,EN
aytha,TE
maa,TE
upendra,UNI
direct,EN
chesthadu,TE
chiru,UNI
150th,EN
movie,EN
ni,TE
:p,UNI
,
eedebba,TE
...,EN
eediki,TE
context,EN
telidu,TE
.,EN
matladutunnadu,TE
https://,UNI
twitter.com/Sychlops/statu,UNI
s/694426681247830016,UNI
,
Rana's,EN
wife,EN
jagadeesh,UNI
goud,UNI
garu,UNI
,
@sreeramtej,UNI
asalu,TE
shivaratri,TE
shows,EN
ke,TE
nduku,TE
ra,TE
intha,TE
crying,EN
valu,TE
...,EN
after,EN
200,EN
days,EN
a,EN
range,EN
shows,EN
padatam,TE
great,EN
,
"""",UNI
@AdiviSesh,UNI
@adah_sharma,UNI
@anusuyakhasba,UNI
@vennelakishore,UNI
asalu,TE
styam,UNI
Rajesh,UNI
ayite,TE
suprise,EN
packet,EN
",",UNI
Neva,EN
seen,EN
him,EN
in,EN
des,EN
kinda,EN
roles,EN
",",UNI
he,EN
was,EN
fab,EN
"""",UNI
,
Antagonist,EN
Rana,EN
Daggubati's,UNI
powerful,EN
introduction,EN
in,EN
a,EN
Colosseum,EN
;,UNI
,
Li,EN
nk,UNI
plez,EN
admin,EN
,
cinema,EN
chusi,UNI
cheppandra,TE
tikka,TE
puku,TE
na,UNI
kodakalara,TE
movie,EN
shaking,EN
d,EN
tollywood,UNI
block,EN
buster,EN
awesome,EN
movie,EN
,
Filmfare,EN
raledanta,TE
Yamadonga,EN
ki,UNI
filmfare,EN
vachindi,TE
Veelaki,TE
acting,EN
e,EN
anukuna,TE
awards,EN
kuda,TE
telidu,UNI
Lol,EN
..,EN
https://,UNI
twitter.com/sir_nenu/statu,UNI
s/709094716617334784,UNI
,
Akkineni,UNI
Family,EN
Marchipoyav,TE
:/,UNI
>_<,UNI
,
@IamPadmaSri,UNI
naaku,TE
bayam,UNI
vesthundhi,TE
...,EN
aah,UNI
next,EN
talvar,UNI
choosa,UNI
...,EN
gaja,UNI
gaja,UNI
start,EN
,
Mana,TE
state,EN
lone,EN
kondari,TE
hero,EN
fans,EN
ippatike,TE
ilanti,TE
movie,EN
cheyyalem,TE
ani,TE
edustaaru,UNI
.,EN
,
same,EN
kaleja,TE
stry,EN
ede,TE
bhayooooo,TE
,
"""",UNI
@PoornaPradeep1,UNI
hei,EN
don't,EN
lie,EN
ha,EN
""",""",UNI
choosina,TE
ventane,TE
naaku,TE
ardhamyndi,TE
"""!,""",UNI
any,EN
how,EN
U,EN
R,EN
a,EN
handsome,EN
guy,EN
U,EN
know,EN
that,EN
..,EN
"""",UNI
,
GG,UNI
time,EN
lo,EN
release,EN
aindani,TE
pk,EN
fans,EN
negative,EN
ga,TE
emmatladatle,TE
:),UNI
al,EN
d,EN
best,EN
to,EN
#I,UNI
bagunte,TE
hit,EN
avtadu,TE
..,EN
bagokunte,TE
flop,EN
avthadi,TE
#pspk,UNI
fan,EN
<3,UNI
,
em,EN
umpiring,EN
ra,UNI
asalu,TE
Asia,EN
cup,EN
lo,EN
,
fake,EN
views,EN
fake,EN
likes,EN
alvaate,UNI
kada,TE
,
Am,EN
i,EN
only,EN
one,EN
missing,EN
the,EN
point,EN
?,UNI
Inthaki,TE
aadu,TE
eh,EN
cinema,EN
chusadanta,TE
?,UNI
,
@vennelakishore,UNI
kaka,TE
meeku,TE
Ee,TE
bhasha,TE
pravinyam,TE
talent,EN
kuda,TE
unda,TE
?,UNI
Asalu,TE
enni,TE
talents,EN
andi,TE
?,UNI
,
5,EN
years,EN
for,EN
5star,EN
puli,TE
ani,TE
kuda,TE
post,EN
pettavkadaa,TE
,
Ekva,TE
overactn,EN
ilane,UNI
untadi,TE
,
extrodinary,EN
aneskuntaru,TE
.........!!,UNI
"""",UNI
,
babu,TE
admin,EN
1st,EN
half,EN
baagundhi,TE
....,EN
that,EN
interval,EN
fight,EN
awesome,EN
.....,EN
2nd,EN
half,EN
also,EN
ok,EN
....,EN
last,EN
lo,EN
climax,EN
dobbindhi,TE
antey,TE
.....,EN
and,EN
Chaitu's,UNI
action,EN
...,EN
u,EN
should,EN
not,EN
complain,EN
abt,EN
that,EN
...,EN
he,EN
performed,EN
well,EN
than,EN
that,EN
of,EN
bezawada,UNI
...,EN
improved,EN
a,EN
lot,EN
....,EN
its,EN
the,EN
story,EN
theme,EN
that,EN
made,EN
you,EN
think,EN
like,EN
that,EN
......,EN
,
#raakasi,UNI
song,EN
em,EN
paadadu,TE
Asalu,TE
@tarak9999,UNI
Powerhouse,EN
of,EN
talent,EN
.!!!,UNI
pic.twitter.com/jKJu4W1g7s,UNI
,
"""",UNI
Kottha,TE
concept,EN
:P,UNI
,
"""",UNI
@Mee_Sunil,UNI
sir,EN
mearu,TE
comedy,EN
films,EN
chesinappudu,TE
",",UNI
nenu,TE
chala,TE
enjoy,EN
cheshanu,TE
.,EN
emotional,EN
scenes,EN
also,EN
super,EN
",",UNI
for,EN
example,EN
Athadu,UNI
",",UNI
Stalin,EN
etc,EN
"""",UNI
,
Thaman,UNI
songs,EN
ae,TE
andari,TE
ekkuvaga,TE
vintatu,TE
:),UNI
,
@me_sreehitha,UNI
eyy,UNI
superr,EN
mana,TE
gang's,EN
highlight,EN
asalu,TE
:D,UNI
@MentionTo,UNI
,
@dilittantee,UNI
@surrealzakir,UNI
e,EN
love,EN
failures,EN
eppudu,TE
inthe,EN
...,EN
*,UNI
run,EN
*,UNI
,
ellaa,TE
nnaaaeeente,TE
mon,TE
admin,EN
myraaa,TE
neeeyalle,TE
nerathe,TE
njangal,TE
malayaalathil,TE
comment,EN
idunnooonnum,TE
paranj,UNI
karanjooond,UNI
postiyath,UNI
myraaa,UNI
pooraaa,UNI
englishil,EN
poostedaaa,UNI
....,EN
polayaaadi,TE
mone,TE
:-p,UNI
,
@Itsme_Thej,UNI
@meghanavirat,UNI
ohh,EN
super,EN
ayithe,TE
invitation,EN
kosam,TE
enduku,TE
direct,EN
marg,EN
lo,EN
kaliseddam,TE
eppudu,TE
Maggie,EN
?,UNI
,
lol,EN
reverse,EN
scenario,EN
in,EN
14reels,EN
office,EN
"""",UNI
anna,TE
cinema,EN
apeyandanna,TE
road,EN
la,EN
mida,TE
tiragalekapotunnam,TE
"""",UNI
:P,UNI
,
chiranjeevi,UNI
next,EN
movie,EN
vachi,UNI
...,EN
second,EN
industry,EN
hit,EN
ayyina,TE
....,EN
malli,TE
mundhu,UNI
craze,EN
vasthundha,TE
..?,UNI
what,EN
is,EN
ur,UNI
opinion,EN
..?,UNI
:),UNI
,
Music,EN
connect,EN
ayyaka,TE
chalaa,TE
bagunndii,TE
..,EN
2,EN
songs,EN
pakka,TE
headache,EN
...,EN
,
"""",UNI
Ram,EN
charan,UNI
fans,EN
:,UNI
,
Avg,EN
bayya,TE
,
"""",UNI
check,EN
I,EN
am,EN
a,EN
south,EN
indian,EN
,
Srimanthudu,UNI
songs,EN
slow,EN
poison,EN
.,EN
First,EN
vinappudu,TE
just,EN
ok,EN
anipinchindi,TE
....,EN
Vinaga,TE
Vinaga,TE
kick,EN
ekkesthondi,TE
....,EN
Jaago,UNI
and,EN
charusheela,UNI
aithe,TE
chart,EN
busters,EN
....,EN
Naralloki,TE
ekkeseyi,TE
......,EN
\m/,UNI
DSP,UNI
rockstar,EN
!!,UNI
,
@PawanKalyan,UNI
garu,UNI
idhemaina,TE
padhathe,TE
na,UNI
??,UNI
Asalu,TE
...,EN
https://,UNI
twitter.com/TeluguFilmBuzz,UNI
/status/707823349867671553,EN
,
Ee,UNI
tweets,EN
anni,UNI
chusthunte,TE
April,EN
8th,EN
eppudu,TE
vasthunda,TE
ani,TE
anipisthundi,TE
.,EN
Can't,EN
wait,EN
.........,EN
,
Mahi,UNI
:,UNI
Hello,EN
...,EN
signal,EN
correct,EN
ga,UNI
ledhu,TE
,
#Racegurram,UNI
lo,EN
@shrutihaasan,UNI
inside,EN
fear,EN
la,EN
inside,EN
crying,EN
commentary,EN
box,EN
lo,EN
@iramizraja,UNI
gadu,TE
Super,EN
enjoyment,EN
asalu,TE
,
@Dhamkii,UNI
Pk,EN
vs,EN
Marvel,EN
&,UNI
DC,EN
Eppudu,TE
argue,EN
chesukunna,TE
goosebumps,EN
eyy,UNI
#TeamSuperman,UNI
pic.twitter.com/H7lhxDcsc0,UNI
,
Super,EN
asalu,TE
Stirling,EN
,
Super,EN
review,EN
bhaya,TE
(,UNI
Y,EN
),UNI
,
Admin,EN
now,EN
please,EN
see,EN
some,EN
malayalam,EN
movies,EN
dnt,EN
see,EN
bf,EN
...,EN
And,EN
bark,EN
again,EN
,
Note,EN
:,UNI
-,UNI
kondari,TE
heros,EN
fans,EN
movie,EN
flp,UNI
antaru,TE
..,EN
pattinchukovaddu,TE
:v,UNI
"""",UNI
,
Ori,TE
valla,TE
timatimalloo,TE
,
"""",UNI
Anoop,UNI
ki,TE
rating,EN
aa,UNI
:P,UNI
,
"""",UNI
Oh,EN
can't,EN
wait,EN
to,EN
see,EN
,
@RC_Devotees,UNI
orey,TE
eppudu,TE
idhe,TE
tweet,EN
ah,EN
konchem,TE
tweet,EN
change,EN
cheyara,TE
saami,TE
maaku,TE
bore,EN
kodutundhi,TE
,
Final,EN
Word,EN
:,UNI
Slow,EN
paced,EN
but,EN
Different,EN
cop,EN
story,EN
.,EN
Would,EN
have,EN
been,EN
good,EN
if,EN
it,EN
had,EN
better,EN
pace,EN
.,EN
Ego,EN
ane,TE
concept,EN
ni,UNI
baga,TE
chupinchadu,TE
..,EN
:P,UNI
,
Babu,UNI
tollywood,EN
sbdb,EN
forum,EN
lo,EN
share,EN
icharu,TE
and,EN
Eros,EN
international,EN
vadu,TE
gross,EN
anadu,TE
e,EN
point,EN
nuvvu,TE
miss,EN
ipoyavu,TE
and,EN
yedava,TE
over,EN
action,EN
chesthunav,TE
,
who,EN
cares,EN
...,EN
we,EN
want,EN
gaddam,TE
gang,EN
,
"""",UNI
KTR,UNI
bomma,UNI
pettukunnadu,TE
",",UNI
Andhra,EN
CM,EN
ni,UNI
chesta,TE
antadu,TE
",",UNI
asalu,TE
is,EN
he,EN
from,EN
Andhra,EN
or,EN
T,EN
??,UNI
"""",UNI
,
Orey,UNI
pilla,UNI
na,UNI
KO,EN
...,EN
okkasari,TE
teasers,EN
and,EN
trailors,UNI
chusi,UNI
pack,EN
up,EN
ipondi,TE
,
Aina,TE
1st,EN
day,EN
lover,EN
ni,TE
tiskoni,TE
cinemakella,TE
pulka,TE
evadra,TE
babu,TE
:p,UNI
,
Maku,TE
Baahubali,UNI
Movie,EN
chusina,TE
tharwatha,TE
konni,TE
doubts,EN
vachhai,TE
.!,UNI
Answer,EN
istaaraa,TE
?,UNI
,
Cheekatirajyam,TE
!,UNI
edge,EN
of,EN
the,EN
seat,EN
thriller,EN
,
Studied,EN
atG,UNI
.,EN
Pulla,UNI
Reddy,UNI
Engineering,EN
College,EN
,
Karnataka,UNI
lo,EN
legend,EN
muvi,UNI
hit,EN
talk,EN
techukundi,TE
..,EN
,
Ravela,TE
kishore's,EN
son,EN
susheel,TE
issue,EN
venaka,TE
kuda,TE
YCP/Jagan,TE
kutra,UNI
vundi,TE
ani,TE
naaku,TE
ekkado,TE
doubt,EN
kottings,EN
..,EN
,
The,EN
name,EN
on,EN
the,EN
certificates,EN
will,EN
be,EN
:,UNI
RACHAPUDI,TE
SRI,UNI
RAMA,EN
SUDHAMSU,TE
.,EN
"""",UNI
,
me,EN
ekkuva,TE
undi,TE
sameera,UNI
.,EN
formulas,EN
gurthuunaye,TE
kani,TE
exam,EN
laku,TE
poyaka,TE
eh,EN
problem,EN
lo,EN
apply,EN
cheyalo,TE
telidu,TE
(,UNI
movie,EN
:,UNI
one,EN
nennokadine,TE
),UNI
2/2,UNI
,
@lolsalaam,UNI
ante,EN
kada,TE
..,EN
But,EN
eeyana,UNI
too,EN
funny,EN
..,EN
Asalu,TE
kammam,UNI
lo,EN
okka,TE
seat,EN
gelchina,TE
TRS,UNI
corporation,EN
sweep,EN
cheste,TE
Congress,EN
revival,EN
antadu,TE
comedy,EN
,
Mana,TE
nannaku,TE
prematho,TE
cinema,EN
sankraanti,TE
ki,TE
release,EN
avuddantava,TE
bro,EN
,
wonderful,EN
:D,UNI
next,EN
jagan,TE
vellipothe,TE
super,EN
,
Expecting,EN
post,EN
on,EN
event,EN
like,EN
memu,TE
saitam,TE
for,EN
chennai,TE
,
Entha,TE
copy,EN
kotina,TE
normal,EN
cinema,EN
chuse,UNI
valu,UNI
a,EN
language,EN
lo,EN
cinema,EN
chudaru,UNI
...,EN
They,EN
have,EN
given,EN
this,EN
to,EN
us,EN
....,EN
Maha,UNI
aithe,TE
ah,EN
original,EN
movie,EN
ni,UNI
edo,UNI
language,EN
lo,EN
oka,TE
one,EN
lakh,UNI
members,EN
chudachu,UNI
...,EN
Ade,EN
Mana,TE
telugu,UNI
lo,EN
tisi,UNI
isthe,TE
...,EN
chudantam,TE
manesi,TE
...,EN
Asalu,TE
enti,TE
idi,UNI
,
@nithin_111,UNI
@iam__praneeth,UNI
correct,EN
oo,TE
kaado,TE
telidu,TE
le,TE
ivi,TE
oksari,TE
correct,EN
cheyyu,TE
,
@impradeepmachi,UNI
class,EN
topper,EN
in,EN
schl,UNI
?!!,UNI
:-o,UNI
OMG,EN
asla,TE
I,EN
cant,EN
bel,UNI
u,EN
4m,UNI
STAPHS,EN
?,UNI
Cls,UNI
Thop,TE
yela,TE
maku,TE
telidu,TE
ani,TE
PEDDA,TE
Qns,EN
https://,UNI
twitter.com/impradeepmachi,UNI
/status/712296763441303554,EN
,
@iam_techie,UNI
my,EN
cousin,EN
vinny,UNI
asalu,TE
link,EN
a,EN
